path,filename,true_label,true_label_name,yolo_detected,yolo_conf,model_a_score,model_a_clip_danger_score,model_a_best_caption_number,model_a_best_caption,model_a_best_category,model_a_best_caption_score,model_b_score,model_b_best_caption_number,model_b_best_caption,model_b_best_category,model_b_best_caption_score,model_c_score,model_c_best_category
/content/drive/MyDrive/yolo-clip images/B3/Screenshot 2026-04-24 140928.png,Screenshot 2026-04-24 140928.png,0,not dangerous fire,TRUE,0.8810454607,0.01602487471,0.01818847656,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.943359375,0.01818847656,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.943359375,0.8810454607,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/Screenshot 2026-04-24 140936.png,Screenshot 2026-04-24 140936.png,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.1225585938,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.63671875,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/Screenshot 2026-04-24 140943.png,Screenshot 2026-04-24 140943.png,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0009665489197,4,Gas stove with blue flame cooking,safe-fire,0.7797851563,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/Screenshot 2026-04-24 140952.png,Screenshot 2026-04-24 140952.png,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,1.41E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.9985351563,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/Screenshot 2026-04-24 140958.png,Screenshot 2026-04-24 140958.png,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.001426696777,4,Gas stove with blue flame cooking,safe-fire,0.5571289063,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/Screenshot 2026-04-24 141004.png,Screenshot 2026-04-24 141004.png,0,not dangerous fire,TRUE,0.8616502285,0.008217336926,0.009536743164,4,Gas stove with blue flame cooking,safe-fire,0.60546875,0.009536743164,4,Gas stove with blue flame cooking,safe-fire,0.60546875,0.8616502285,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/Screenshot 2026-04-24 141010.png,Screenshot 2026-04-24 141010.png,0,not dangerous fire,TRUE,0.3441886306,3.73E-05,0.0001083612442,3,Grilled meat over an open flame on a barbecue grill,safe-fire,1,0.0001083612442,3,Grilled meat over an open flame on a barbecue grill,safe-fire,1,0.3441886306,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/Screenshot 2026-04-24 141015.png,Screenshot 2026-04-24 141015.png,0,not dangerous fire,TRUE,0.5660071969,0.0008215550935,0.00145149231,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.9951171875,0.00145149231,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.9951171875,0.5660071969,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/Screenshot 2026-04-24 141021.png,Screenshot 2026-04-24 141021.png,0,not dangerous fire,TRUE,0.7041047215,0.0001816371223,0.0002579689026,4,Gas stove with blue flame cooking,safe-fire,0.5502929688,0.0002579689026,4,Gas stove with blue flame cooking,safe-fire,0.5502929688,0.7041047215,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/Screenshot 2026-04-24 141030.png,Screenshot 2026-04-24 141030.png,0,not dangerous fire,TRUE,0.4322588444,0.0002265226698,0.0005240440369,4,Gas stove with blue flame cooking,safe-fire,0.8256835938,0.0005240440369,4,Gas stove with blue flame cooking,safe-fire,0.8256835938,0.4322588444,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/Screenshot 2026-04-24 141036.png,Screenshot 2026-04-24 141036.png,0,not dangerous fire,TRUE,0.9095934033,0.01879256391,0.02066040039,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.89453125,0.02066040039,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.89453125,0.9095934033,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/Screenshot 2026-04-24 141352.png,Screenshot 2026-04-24 141352.png,0,not dangerous fire,TRUE,0.3387143612,3.84E-06,1.13E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.9995117188,1.13E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.9995117188,0.3387143612,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/Screenshot 2026-04-24 141413.png,Screenshot 2026-04-24 141413.png,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0198059082,4,Gas stove with blue flame cooking,safe-fire,0.5517578125,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/Screenshot 2026-04-24 141431.png,Screenshot 2026-04-24 141431.png,0,not dangerous fire,TRUE,0.5945993662,2.31E-05,3.89E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,1,3.89E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,1,0.5945993662,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/Screenshot 2026-04-24 141440.png,Screenshot 2026-04-24 141440.png,0,not dangerous fire,TRUE,0.6882743835,1.68E-06,2.44E-06,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.9965820313,2.44E-06,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.9965820313,0.6882743835,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/Screenshot 2026-04-24 141545.png,Screenshot 2026-04-24 141545.png,0,not dangerous fire,TRUE,0.6951841712,6.38E-06,9.18E-06,4,Gas stove with blue flame cooking,safe-fire,0.9892578125,9.18E-06,4,Gas stove with blue flame cooking,safe-fire,0.9892578125,0.6951841712,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/cooking1.jpg,cooking1.jpg,0,not dangerous fire,TRUE,0.6702018976,2.75E-05,4.10E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.9614257813,4.10E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.9614257813,0.6702018976,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/cooking10.jpg,cooking10.jpg,0,not dangerous fire,TRUE,0.3025981784,1.97E-05,6.52E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.77734375,6.52E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.77734375,0.3025981784,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/cooking11.jpg,cooking11.jpg,0,not dangerous fire,TRUE,0.2667946517,0.0003623157349,0.001358032227,4,Gas stove with blue flame cooking,safe-fire,0.68359375,0.001358032227,4,Gas stove with blue flame cooking,safe-fire,0.68359375,0.2667946517,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/cooking12.jpg,cooking12.jpg,0,not dangerous fire,TRUE,0.2623700202,2.41E-05,9.19E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.6508789063,9.19E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.6508789063,0.2623700202,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/cooking13.jpg,cooking13.jpg,0,not dangerous fire,TRUE,0.2904757559,0.001802841396,0.006206512451,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.8520507813,0.006206512451,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.8520507813,0.2904757559,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/cooking2.jpg,cooking2.jpg,0,not dangerous fire,TRUE,0.4072191119,0.0001939830269,0.000476360321,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.8647460938,0.000476360321,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.8647460938,0.4072191119,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/cooking3.jpg,cooking3.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,1.85E-06,4,Gas stove with blue flame cooking,safe-fire,0.9970703125,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/cooking4.jpg,cooking4.jpg,0,not dangerous fire,TRUE,0.7475065589,0.0003746172873,0.0005011558533,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.9604492188,0.0005011558533,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.9604492188,0.7475065589,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/cooking5.jpg,cooking5.jpg,0,not dangerous fire,TRUE,0.798027575,0.01307802758,0.01638793945,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.6767578125,0.01638793945,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.6767578125,0.798027575,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/cooking6.jpg,cooking6.jpg,0,not dangerous fire,TRUE,0.7867457271,7.24E-05,9.20E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.7666015625,9.20E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.7666015625,0.7867457271,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/cooking7.jpg,cooking7.jpg,0,not dangerous fire,TRUE,0.40887025,6.85E-06,1.67E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.9931640625,1.67E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.9931640625,0.40887025,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/cooking8.jpg,cooking8.jpg,0,not dangerous fire,TRUE,0.3681812584,7.59E-06,2.06E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,1,2.06E-05,3,Grilled meat over an open flame on a barbecue grill,safe-fire,1,0.3681812584,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/cooking9.jpeg,cooking9.jpeg,0,not dangerous fire,TRUE,0.575437963,0.0008654267003,0.001503944397,4,Gas stove with blue flame cooking,safe-fire,0.5317382813,0.001503944397,4,Gas stove with blue flame cooking,safe-fire,0.5317382813,0.575437963,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/custom_121_jpg.rf.86dc28a75b8fd525ce7e6325cdf73c94.jpg,custom_121_jpg.rf.86dc28a75b8fd525ce7e6325cdf73c94.jpg,0,not dangerous fire,TRUE,0.3132442236,1.49E-07,4.77E-07,4,Gas stove with blue flame cooking,safe-fire,1,4.77E-07,4,Gas stove with blue flame cooking,safe-fire,1,0.3132442236,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/custom_138_jpg.rf.44ef13309d5abbcf3676f2ce02d5b7e2.jpg,custom_138_jpg.rf.44ef13309d5abbcf3676f2ce02d5b7e2.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,1.37E-06,4,Gas stove with blue flame cooking,safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/custom_15_jpg.rf.4dc2ed5a60f7f5394adf79e1271fbd0f.jpg,custom_15_jpg.rf.4dc2ed5a60f7f5394adf79e1271fbd0f.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,2.71E-05,4,Gas stove with blue flame cooking,safe-fire,0.994140625,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/custom_207_png_jpg.rf.991f81d3b95b505eb3d2495c56d8fdc1.jpg,custom_207_png_jpg.rf.991f81d3b95b505eb3d2495c56d8fdc1.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0003850460052,7,Candle flame burning in a dark environment,safe-fire,0.8149414063,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/custom_275_png_jpg.rf.6733ec80faa6e89f659f99bca65ae31f.jpg,custom_275_png_jpg.rf.6733ec80faa6e89f659f99bca65ae31f.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0009841918945,4,Gas stove with blue flame cooking,safe-fire,0.8686523438,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/custom_279_png_jpg.rf.27575b09535706ae766b4c1586e28cbc.jpg,custom_279_png_jpg.rf.27575b09535706ae766b4c1586e28cbc.jpg,0,not dangerous fire,TRUE,0.7270519137,7.15E-06,9.83E-06,4,Gas stove with blue flame cooking,safe-fire,0.9868164063,9.83E-06,4,Gas stove with blue flame cooking,safe-fire,0.9868164063,0.7270519137,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/custom_31_jpg.rf.ca25fbb4c27a5421381957626c69e6b5.jpg,custom_31_jpg.rf.ca25fbb4c27a5421381957626c69e6b5.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,9.66E-06,4,Gas stove with blue flame cooking,safe-fire,0.9462890625,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/custom_78_jpg.rf.24e1510d3f3f13306e3afa55cd0cee6e.jpg,custom_78_jpg.rf.24e1510d3f3f13306e3afa55cd0cee6e.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0007762908936,9,"Man exhales smoke from a lit cigarette, emitting visible white vapor",safe-fire,0.6005859375,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/custom_88_jpg.rf.c164f5236c8adf104fff4708aaddde5e.jpg,custom_88_jpg.rf.c164f5236c8adf104fff4708aaddde5e.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,2.26E-06,4,Gas stove with blue flame cooking,safe-fire,0.9780273438,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/fogao10_jpg.rf.44e6293188a969271813083e32641d3e.jpg,fogao10_jpg.rf.44e6293188a969271813083e32641d3e.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,2.60E-05,4,Gas stove with blue flame cooking,safe-fire,0.9931640625,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/fogao11_jpg.rf.fb7370e8b72cf6a3a80dc824c13934ff.jpg,fogao11_jpg.rf.fb7370e8b72cf6a3a80dc824c13934ff.jpg,0,not dangerous fire,TRUE,0.3104450107,7.59E-07,2.44E-06,4,Gas stove with blue flame cooking,safe-fire,0.9965820313,2.44E-06,4,Gas stove with blue flame cooking,safe-fire,0.9965820313,0.3104450107,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/fogao13_jpg.rf.21ba49b3d80b0f58c41800db7900b3ab.jpg,fogao13_jpg.rf.21ba49b3d80b0f58c41800db7900b3ab.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,7.32E-05,4,Gas stove with blue flame cooking,safe-fire,0.7890625,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/fogao15_jpg.rf.4f1c16b62a84cdb35c9837805cf337e5.jpg,fogao15_jpg.rf.4f1c16b62a84cdb35c9837805cf337e5.jpg,0,not dangerous fire,TRUE,0.639041543,5.83E-06,9.12E-06,4,Gas stove with blue flame cooking,safe-fire,0.9677734375,9.12E-06,4,Gas stove with blue flame cooking,safe-fire,0.9677734375,0.639041543,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/fogao18_jpg.rf.8384ad47a7952e88dc3382098e0733d6.jpg,fogao18_jpg.rf.8384ad47a7952e88dc3382098e0733d6.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,2.38E-07,4,Gas stove with blue flame cooking,safe-fire,0.9995117188,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/fogao20_jpg.rf.983ec8e9318ce09fc9b45ac80f75cfdd.jpg,fogao20_jpg.rf.983ec8e9318ce09fc9b45ac80f75cfdd.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,1.44E-05,4,Gas stove with blue flame cooking,safe-fire,0.9975585938,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/fogao22_jpg.rf.f5ba1b281b06a3c4aa50f5bc73a9b720.jpg,fogao22_jpg.rf.f5ba1b281b06a3c4aa50f5bc73a9b720.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,2.21E-06,4,Gas stove with blue flame cooking,safe-fire,0.9990234375,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/fogao2_jpg.rf.ecf17d26d955c06dcc0b4386d4f345df.jpg,fogao2_jpg.rf.ecf17d26d955c06dcc0b4386d4f345df.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,5.96E-08,4,Gas stove with blue flame cooking,safe-fire,0.9995117188,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/fogao31_jpg.rf.4510e605f619c69633e81a8ec8e83a56.jpg,fogao31_jpg.rf.4510e605f619c69633e81a8ec8e83a56.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,8.18E-05,4,Gas stove with blue flame cooking,safe-fire,0.7651367188,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/fogao34_jpg.rf.3641cf4167f6d01fbc284f4a91ae2763.jpg,fogao34_jpg.rf.3641cf4167f6d01fbc284f4a91ae2763.jpg,0,not dangerous fire,TRUE,0.3580178022,3.73E-06,1.04E-05,4,Gas stove with blue flame cooking,safe-fire,0.998046875,1.04E-05,4,Gas stove with blue flame cooking,safe-fire,0.998046875,0.3580178022,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/fogao39_jpg.rf.3a2eb1ff23d44d5199329898ddf26cc9.jpg,fogao39_jpg.rf.3a2eb1ff23d44d5199329898ddf26cc9.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,6.08E-06,4,Gas stove with blue flame cooking,safe-fire,0.9990234375,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/fogao8_jpg.rf.6d3bfe3633b346be39419e4eee644a88.jpg,fogao8_jpg.rf.6d3bfe3633b346be39419e4eee644a88.jpg,0,not dangerous fire,TRUE,0.8649907112,0.003464661586,0.004005432129,4,Gas stove with blue flame cooking,safe-fire,0.5541992188,0.004005432129,4,Gas stove with blue flame cooking,safe-fire,0.5541992188,0.8649907112,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_173_jpg.rf.bc22a71461e5e4b8907b6a9e69bb5f37.jpg,online_173_jpg.rf.bc22a71461e5e4b8907b6a9e69bb5f37.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0.0001590251923,4,Gas stove with blue flame cooking,safe-fire,0.9711914063,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_176_jpg.rf.efa281ba9e215cab361a2f84349dc0c5.jpg,online_176_jpg.rf.efa281ba9e215cab361a2f84349dc0c5.jpg,0,not dangerous fire,TRUE,0.2960018516,1.55E-06,5.25E-06,4,Gas stove with blue flame cooking,safe-fire,0.9995117188,5.25E-06,4,Gas stove with blue flame cooking,safe-fire,0.9995117188,0.2960018516,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_177_jpg.rf.93572764d4a539b1aa7768f006b37920.jpg,online_177_jpg.rf.93572764d4a539b1aa7768f006b37920.jpg,0,not dangerous fire,TRUE,0.4997758567,2.10E-05,4.21E-05,4,Gas stove with blue flame cooking,safe-fire,0.9409179688,4.21E-05,4,Gas stove with blue flame cooking,safe-fire,0.9409179688,0.4997758567,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_181_jpg.rf.0552cc5cf1f591d29c3d751729bc4b1c.jpg,online_181_jpg.rf.0552cc5cf1f591d29c3d751729bc4b1c.jpg,0,not dangerous fire,TRUE,0.5059045553,6.03E-08,1.19E-07,4,Gas stove with blue flame cooking,safe-fire,0.9995117188,1.19E-07,4,Gas stove with blue flame cooking,safe-fire,0.9995117188,0.5059045553,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_182_jpg.rf.9191b1c5b3a7f241ebaaedfa2a8cc344.jpg,online_182_jpg.rf.9191b1c5b3a7f241ebaaedfa2a8cc344.jpg,0,not dangerous fire,TRUE,0.6078670025,4.71E-07,7.75E-07,4,Gas stove with blue flame cooking,safe-fire,0.9975585938,7.75E-07,4,Gas stove with blue flame cooking,safe-fire,0.9975585938,0.6078670025,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_200_jpg.rf.f515a8f55529c205ddf75cb8b829e7c6.jpg,online_200_jpg.rf.f515a8f55529c205ddf75cb8b829e7c6.jpg,0,not dangerous fire,TRUE,0.702283144,0.002270450457,0.003232955933,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.55078125,0.003232955933,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.55078125,0.702283144,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_201_jpg.rf.8a8f7806bd5b03d2da7808b8f70cf553.jpg,online_201_jpg.rf.8a8f7806bd5b03d2da7808b8f70cf553.jpg,0,not dangerous fire,TRUE,0.6659960151,5.41E-05,8.12E-05,4,Gas stove with blue flame cooking,safe-fire,0.8920898438,8.12E-05,4,Gas stove with blue flame cooking,safe-fire,0.8920898438,0.6659960151,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_204_jpg.rf.1a0dd007c732387710b7c6cad7aad1c6.jpg,online_204_jpg.rf.1a0dd007c732387710b7c6cad7aad1c6.jpg,0,not dangerous fire,TRUE,0.6852344871,1.03E-05,1.50E-05,4,Gas stove with blue flame cooking,safe-fire,0.9741210938,1.50E-05,4,Gas stove with blue flame cooking,safe-fire,0.9741210938,0.6852344871,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_209_jpg.rf.07eb4621a9fe74d9156458f8ed63ba04.jpg,online_209_jpg.rf.07eb4621a9fe74d9156458f8ed63ba04.jpg,0,not dangerous fire,TRUE,0.6683044434,0.0004314824182,0.0006456375122,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.7241210938,0.0006456375122,3,Grilled meat over an open flame on a barbecue grill,safe-fire,0.7241210938,0.6683044434,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_222_jpg.rf.820f35e29a1e63caaff839f31269b275.jpg,online_222_jpg.rf.820f35e29a1e63caaff839f31269b275.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,1.19E-07,4,Gas stove with blue flame cooking,safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_224_jpg.rf.0c90e232a8b4f98444e281fca9db04fd.jpg,online_224_jpg.rf.0c90e232a8b4f98444e281fca9db04fd.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,0,4,Gas stove with blue flame cooking,safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_242_jpg.rf.f217f1de95ee4bc77822e79b9e4b8935.jpg,online_242_jpg.rf.f217f1de95ee4bc77822e79b9e4b8935.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,1.11E-05,4,Gas stove with blue flame cooking,safe-fire,0.9970703125,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_253_jpg.rf.d84c46c0d3c01109ac957b790fd80c4e.jpg,online_253_jpg.rf.d84c46c0d3c01109ac957b790fd80c4e.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,6.26E-06,4,Gas stove with blue flame cooking,safe-fire,0.9985351563,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_265_jpg.rf.7b72dacc1b7e7c41b9bcc29e5c1aede9.jpg,online_265_jpg.rf.7b72dacc1b7e7c41b9bcc29e5c1aede9.jpg,0,not dangerous fire,TRUE,0.303422302,5.43E-08,1.79E-07,4,Gas stove with blue flame cooking,safe-fire,1,1.79E-07,4,Gas stove with blue flame cooking,safe-fire,1,0.303422302,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_266_jpg.rf.5f88b7fd6ca7a09552995f7a92715c85.jpg,online_266_jpg.rf.5f88b7fd6ca7a09552995f7a92715c85.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,2.32E-06,4,Gas stove with blue flame cooking,safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_273_jpg.rf.7fa7f2b2fbc4d2fd6660e1edbc6e51c5.jpg,online_273_jpg.rf.7fa7f2b2fbc4d2fd6660e1edbc6e51c5.jpg,0,not dangerous fire,TRUE,0.3498780727,0,0,4,Gas stove with blue flame cooking,safe-fire,1,0,4,Gas stove with blue flame cooking,safe-fire,1,0.3498780727,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_275_jpg.rf.a180f691c476ea0caf85a89d7404903a.jpg,online_275_jpg.rf.a180f691c476ea0caf85a89d7404903a.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,4.77E-07,4,Gas stove with blue flame cooking,safe-fire,1,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_280_jpg.rf.95c63ded95ef6bce09cf8a0667c5b1ca.jpg,online_280_jpg.rf.95c63ded95ef6bce09cf8a0667c5b1ca.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,7.75E-07,4,Gas stove with blue flame cooking,safe-fire,0.9995117188,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B3/online_294_jpg.rf.ad480fff7c94a50ee9bc443bd78ce5bf.jpg,online_294_jpg.rf.ad480fff7c94a50ee9bc443bd78ce5bf.jpg,0,not dangerous fire,TRUE,0.5371376872,1.34E-06,2.50E-06,4,Gas stove with blue flame cooking,safe-fire,0.9985351563,2.50E-06,4,Gas stove with blue flame cooking,safe-fire,0.9985351563,0.5371376872,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B4/fireplace1.jpg,fireplace1.jpg,0,not dangerous fire,TRUE,0.4407407343,5.41E-06,1.23E-05,8,Wood-burning fireplace in a cozy living room,safe-fire,0.9921875,1.23E-05,8,Wood-burning fireplace in a cozy living room,safe-fire,0.9921875,0.4407407343,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B4/fireplace10.jpg,fireplace10.jpg,0,not dangerous fire,TRUE,0.7488120794,1.91E-05,2.55E-05,8,Wood-burning fireplace in a cozy living room,safe-fire,0.9970703125,2.55E-05,8,Wood-burning fireplace in a cozy living room,safe-fire,0.9970703125,0.7488120794,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B4/fireplace100.jpg,fireplace100.jpg,0,not dangerous fire,FALSE,0,0,0,,,no-yolo-fire-detected,0,5.10E-05,4,Gas stove with blue flame cooking,safe-fire,0.6484375,0,no-yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B4/fireplace101.jpg,fireplace101.jpg,0,not dangerous fire,TRUE,0.7223044038,0.002242873324,0.003105163574,8,Wood-burning fireplace in a cozy living room,safe-fire,0.9833984375,0.003105163574,8,Wood-burning fireplace in a cozy living room,safe-fire,0.9833984375,0.7223044038,yolo-fire-detected
/content/drive/MyDrive/yolo-clip images/B4/fireplace102.jpg,fireplace102.jpg,0,not dangerous fire,TRUE,0.7315042019,2.51E-05,3.43E-05,8,Wood-burning fireplace in a cozy living room,safe-fire,0.6142578125,3.43E-05,8,Wood-burning fireplace in a cozy living room,safe-fire,0.6142578125,0.7315042019,yolo-fire-detected
